timestamp,BTCUSDT_USDT-250926_open,BTCUSDT_USDT-250926_high,BTCUSDT_USDT-250926_low,BTCUSDT_USDT-250926_close,BTCUSDT_USDT-250926_volume,ETHUSDT_USDT-250926_open,ETHUSDT_USDT-250926_high,ETHUSDT_USDT-250926_low,ETHUSDT_USDT-250926_close,ETHUSDT_USDT-250926_volume,BTCUSDT_USDT-251226_open,BTCUSDT_USDT-251226_high,BTCUSDT_USDT-251226_low,BTCUSDT_USDT-251226_close,BTCUSDT_USDT-251226_volume,ETHUSDT_USDT-251226_open,ETHUSDT_USDT-251226_high,ETHUSDT_USDT-251226_low,ETHUSDT_USDT-251226_close,ETHUSDT_USDT-251226_volume
2025-06-10 08:00:00,111266.3,111439.9,111070.5,111081.7,8.881,2722.45,2728.18,2714.07,2717.82,125.639,,,,,,,,,,
2025-06-10 09:00:00,111097.4,111533.8,111076.5,111533.3,12.78,2717.96,2737.57,2717.12,2736.79,139.902,,,,,,,,,,
2025-06-10 10:00:00,111533.3,111588.8,111283.8,111317.6,11.384,2736.55,2742.55,2725.28,2739.82,135.095,,,,,,,,,,
2025-06-10 11:00:00,111311.1,111963.1,111217.5,111659.0,31.265,2739.82,2846.45,2732.54,2821.13,997.706,,,,,,,,,,
2025-06-10 12:00:00,111656.6,111824.2,111529.6,111824.2,6.594,2820.91,2825.9,2793.7,2813.4,373.318,,,,,,,,,,
2025-06-10 13:00:00,111815.9,112042.3,111026.1,111456.5,10.627,2813.57,2826.21,2766.24,2791.97,504.466,,,,,,,,,,
2025-06-10 14:00:00,111457.3,111477.5,110570.9,110739.4,6.433,2791.8,2802.24,2776.19,2784.78,191.166,,,,,,,,,,
2025-06-10 15:00:00,110733.3,111289.9,110422.8,111078.5,7.576,2784.6,2802.1,2738.21,2780.27,293.588,,,,,,,,,,
2025-06-10 16:00:00,111109.5,111330.0,110764.8,110784.0,3.506,2780.28,2796.21,2775.96,2777.81,180.387,,,,,,,,,,
2025-06-10 17:00:00,110790.4,111114.5,110675.1,110764.8,2.631,2777.9,2799.47,2777.9,2787.84,155.798,,,,,,,,,,
2025-06-10 18:00:00,110758.4,111538.8,110582.6,111360.0,3.871,2788.01,2812.9,2778.84,2801.05,238.12,,,,,,,,,,
2025-06-10 19:00:00,111353.7,112450.0,111353.7,111573.8,10.682,2801.88,2855.1,2801.88,2821.09,419.819,,,,,,,,,,
2025-06-10 20:00:00,111563.1,112027.5,111296.0,111988.5,2.462,2821.49,2823.48,2801.23,2821.59,137.208,,,,,,,,,,
2025-06-10 21:00:00,112000.2,112021.0,111446.9,111878.0,3.38,2821.67,2829.85,2782.74,2820.96,279.585,,,,,,,,,,
2025-06-10 22:00:00,111884.4,112195.7,111637.5,111754.5,3.927,2821.02,2876.99,2820.96,2853.0,418.712,,,,,,,,,,
2025-06-10 23:00:00,111767.0,112352.4,111606.2,112330.7,4.836,2853.18,2866.0,2838.57,2866.0,158.217,,,,,,,,,,
2025-06-11 00:00:00,112330.8,112332.6,111840.1,111878.0,8.722,2865.87,2886.59,2841.14,2844.0,322.178,,,,,,,,,,
2025-06-11 01:00:00,111876.2,111891.0,111637.5,111682.9,2.016,2844.18,2847.78,2826.18,2832.93,113.443,,,,,,,,,,
2025-06-11 02:00:00,111663.5,111900.0,111605.0,111725.5,1.942,2832.35,2850.66,2820.0,2828.88,293.376,,,,,,,,,,
2025-06-11 03:00:00,111715.5,111905.6,111670.0,111728.5,2.062,2828.34,2844.71,2827.63,2838.98,65.21,,,,,,,,,,
2025-06-11 04:00:00,111741.9,111761.0,111587.8,111594.6,0.932,2838.98,2852.46,2835.18,2845.6,199.074,,,,,,,,,,
2025-06-11 05:00:00,111592.4,111680.3,111461.1,111508.5,1.869,2846.24,2850.4,2835.52,2842.7,66.198,,,,,,,,,,
2025-06-11 06:00:00,111524.3,111709.7,111402.5,111628.5,2.66,2842.72,2846.56,2829.36,2840.78,57.83,,,,,,,,,,
2025-06-11 07:00:00,111619.2,111777.0,111469.1,111469.2,3.265,2841.12,2850.0,2836.86,2840.64,78.807,,,,,,,,,,
2025-06-11 08:00:00,111472.7,111669.6,111469.1,111580.0,5.378,2840.96,2842.4,2812.99,2817.98,177.772,,,,,,,,,,
2025-06-11 09:00:00,111582.7,111613.5,111216.1,111249.6,4.63,2817.61,2822.3,2802.09,2807.51,148.445,,,,,,,,,,
2025-06-11 10:00:00,111249.6,111460.3,111185.6,111362.6,4.554,2807.52,2821.5,2805.77,2819.87,142.236,,,,,,,,,,
2025-06-11 11:00:00,111350.4,111367.1,111165.7,111221.6,3.523,2819.98,2822.85,2809.76,2820.83,63.975,,,,,,,,,,
2025-06-11 12:00:00,111221.1,111895.3,110980.8,111695.3,23.84,2820.98,2870.17,2812.01,2853.19,414.58,,,,,,,,,,
2025-06-11 13:00:00,111695.3,111876.8,111297.6,111636.0,48.379,2852.69,2866.36,2834.0,2843.68,458.673,,,,,,,,,,
2025-06-11 14:00:00,111641.6,112383.6,111631.0,111848.8,23.442,2843.82,2906.04,2839.34,2890.82,536.387,,,,,,,,,,
2025-06-11 15:00:00,111859.9,112027.9,111630.6,111736.8,11.893,2890.61,2931.57,2879.9,2917.8,830.019,,,,,,,,,,
2025-06-11 16:00:00,111742.2,111815.2,111356.6,111481.5,5.483,2917.05,2928.2,2898.0,2919.99,296.439,,,,,,,,,,
2025-06-11 17:00:00,111472.4,111753.6,110989.6,110989.6,3.623,2919.84,2924.1,2875.45,2880.36,316.384,,,,,,,,,,
2025-06-11 18:00:00,111007.5,111081.6,110434.7,110836.6,8.342,2879.94,2884.14,2852.51,2872.8,229.398,,,,,,,,,,
2025-06-11 19:00:00,110836.0,110995.4,110601.6,110781.0,5.836,2872.94,2876.3,2852.62,2863.56,125.945,,,,,,,,,,
2025-06-11 20:00:00,110751.3,111001.0,110495.1,110907.5,2.81,2863.14,2876.79,2838.0,2866.36,161.636,,,,,,,,,,
2025-06-11 21:00:00,110913.0,111227.1,110322.3,110486.8,3.401,2866.04,2881.98,2824.52,2831.92,181.069,,,,,,,,,,
2025-06-11 22:00:00,110473.0,110621.4,110022.1,110390.5,5.07,2831.22,2834.72,2790.32,2806.44,283.333,,,,,,,,,,
2025-06-11 23:00:00,110395.9,110638.0,110286.0,110583.1,2.574,2806.43,2827.29,2802.64,2820.86,183.421,,,,,,,,,,
2025-06-12 00:00:00,110583.0,110726.0,110253.0,110629.5,4.255,2820.73,2833.46,2807.56,2824.08,255.621,,,,,,,,,,
2025-06-12 01:00:00,110627.0,110627.0,110159.2,110390.5,4.511,2823.94,2827.97,2799.89,2823.1,295.21,,,,,,,,,,
2025-06-12 02:00:00,110395.9,110638.0,110247.5,110247.5,4.036,2822.96,2832.09,2803.78,2804.48,125.493,,,,,,,,,,
2025-06-12 03:00:00,110260.4,110297.0,109586.2,109719.5,23.129,2804.62,2823.66,2793.75,2812.5,275.1,,,,,,,,,,
2025-06-12 04:00:00,109708.6,109780.0,109213.5,109630.9,11.763,2812.73,2817.82,2797.06,2809.52,138.986,,,,,,,,,,
2025-06-12 05:00:00,109604.0,109774.5,109461.0,109604.0,2.513,2809.1,2816.94,2798.85,2811.9,108.449,,,,,,,,,,
2025-06-12 06:00:00,109593.0,109829.9,109482.0,109767.9,5.686,2811.62,2822.85,2801.4,2814.84,117.434,,,,,,,,,,
2025-06-12 07:00:00,109763.3,109805.1,109252.5,109441.5,9.036,2814.91,2819.32,2774.5,2786.0,209.315,,,,,,,,,,
2025-06-12 08:00:00,109439.0,109636.9,109228.2,109543.4,12.291,2785.86,2804.76,2776.42,2801.12,208.469,,,,,,,,,,
2025-06-12 09:00:00,109534.1,109581.9,109246.5,109268.5,5.852,2800.98,2805.72,2792.86,2796.3,92.813,,,,,,,,,,
2025-06-12 10:00:00,109263.0,109290.5,108944.9,109096.9,9.725,2796.3,2797.05,2777.33,2793.75,173.58,,,,,,,,,,
2025-06-12 11:00:00,109074.9,109126.7,108614.3,108643.7,19.453,2792.92,2797.16,2765.47,2772.9,187.012,,,,,,,,,,
2025-06-12 12:00:00,108653.4,109169.5,108608.4,108718.3,15.852,2772.9,2790.17,2755.38,2780.85,355.258,,,,,,,,,,
2025-06-12 13:00:00,108739.8,108966.6,108352.7,108820.8,10.307,2780.55,2799.0,2776.67,2793.9,116.587,,,,,,,,,,
2025-06-12 14:00:00,108826.2,109605.3,108826.2,109494.0,25.139,2794.05,2815.2,2792.1,2810.1,153.548,,,,,,,,,,
2025-06-12 15:00:00,109499.5,109699.9,108762.2,108895.3,21.629,2810.25,2818.65,2759.4,2764.95,255.581,,,,,,,,,,
2025-06-12 16:00:00,108888.7,109665.2,108857.2,109571.0,5.943,2765.36,2790.24,2760.6,2788.2,155.986,,,,,,,,,,
2025-06-12 17:00:00,109565.5,110264.0,109538.0,110093.4,6.696,2788.05,2816.4,2785.95,2807.55,109.771,,,,,,,,,,
2025-06-12 18:00:00,110093.4,110220.0,109043.1,109400.5,7.148,2807.41,2809.05,2761.86,2779.65,150.413,,,,,,,,,,
2025-06-12 19:00:00,109400.5,109708.5,108448.3,108556.2,6.776,2779.8,2787.9,2734.58,2738.1,256.326,,,,,,,,,,
2025-06-12 20:00:00,108550.9,108710.0,107420.3,107632.8,22.254,2737.95,2746.41,2655.54,2679.9,641.408,,,,,,,,,,
2025-06-12 21:00:00,107631.7,108140.4,107530.2,107589.6,22.308,2679.76,2701.59,2671.63,2674.05,1068.791,,,,,,,,,,
2025-06-12 22:00:00,107584.2,107935.2,107341.2,107503.2,15.824,2673.75,2690.33,2673.61,2680.46,84.963,,,,,,,,,,
2025-06-12 23:00:00,107497.8,107740.8,107294.2,107294.2,4.264,2680.1,2700.0,2679.15,2683.96,150.682,,,,,,,,,,
2025-06-13 00:00:00,107292.6,107323.0,104811.7,105448.8,60.893,2683.96,2686.5,2529.37,2567.88,1513.27,,,,,,,,,,
2025-06-13 01:00:00,105443.5,105443.5,104202.8,105346.3,37.322,2567.74,2567.74,2490.41,2534.82,797.9,,,,,,,,,,
2025-06-13 02:00:00,105358.7,105560.3,104683.3,105255.2,16.834,2534.97,2535.52,2468.03,2512.16,643.032,,,,,,,,,,
2025-06-13 03:00:00,105247.4,106222.6,105220.9,105886.8,8.704,2512.44,2562.84,2510.76,2552.32,313.579,,,,,,,,,,
2025-06-13 04:00:00,105896.2,106143.1,105417.0,106053.0,5.091,2552.21,2556.97,2532.6,2545.62,177.211,,,,,,,,,,
2025-06-13 05:00:00,106047.8,106108.2,105650.2,105655.5,14.634,2545.5,2557.78,2541.14,2544.22,141.461,,,,,,,,,,
2025-06-13 06:00:00,105650.2,106371.6,105480.0,106365.3,6.025,2544.63,2570.96,2528.82,2570.96,610.439,,,,,,,,,,
2025-06-13 07:00:00,106360.6,106588.0,106005.3,106508.9,14.719,2570.87,2580.0,2553.93,2563.99,174.525,,,,,,,,,,
2025-06-13 08:00:00,106508.9,107091.4,106312.7,106344.5,12.413,2563.84,2578.14,2545.52,2553.74,362.579,,,,,,,,,,
2025-06-13 09:00:00,106339.2,106551.1,106127.3,106453.6,7.853,2553.6,2563.37,2542.78,2556.68,223.029,,,,,,,,,,
2025-06-13 10:00:00,106458.5,106537.9,106058.9,106481.9,8.56,2556.79,2570.54,2544.96,2568.86,125.863,,,,,,,,,,
2025-06-13 11:00:00,106494.4,106662.3,106270.3,106646.6,3.272,2569.0,2582.21,2558.17,2582.02,147.874,,,,,,,,,,
2025-06-13 12:00:00,106651.9,106895.7,106397.3,106435.6,8.346,2581.94,2599.52,2573.24,2578.37,385.24,,,,,,,,,,
2025-06-13 13:00:00,106434.6,106916.9,106286.2,106339.2,6.508,2578.37,2597.83,2570.94,2578.1,183.675,,,,,,,,,,
2025-06-13 14:00:00,106344.5,106604.2,105713.8,106572.4,10.752,2579.08,2590.32,2539.02,2574.99,394.296,,,,,,,,,,
2025-06-13 15:00:00,106583.0,107344.8,106466.4,106996.3,20.003,2575.15,2596.47,2567.0,2587.26,328.339,,,,,,,,,,
2025-06-13 16:00:00,106996.4,107528.2,106879.8,107362.7,8.805,2587.39,2622.32,2582.31,2598.7,305.49,,,,,,,,,,
2025-06-13 17:00:00,107362.7,107362.7,106402.9,106916.9,10.994,2598.57,2598.57,2558.53,2579.85,256.376,,,,,,,,,,
2025-06-13 18:00:00,106916.8,107011.2,106222.6,106741.9,9.528,2579.72,2582.06,2546.44,2566.05,237.796,,,,,,,,,,
2025-06-13 19:00:00,106724.3,106980.5,106430.1,106662.5,5.167,2565.42,2577.64,2556.7,2564.12,127.27,,,,,,,,,,
2025-06-13 20:00:00,106667.7,107076.3,106572.4,106985.8,2.84,2564.19,2589.08,2560.61,2583.25,207.328,,,,,,,,,,
2025-06-13 21:00:00,106991.1,107395.2,106869.0,107157.6,3.267,2583.49,2596.62,2579.38,2590.64,98.985,,,,,,,,,,
2025-06-13 22:00:00,107168.4,107422.2,107110.4,107294.4,2.238,2590.77,2611.7,2590.77,2609.23,78.671,,,,,,,,,,
2025-06-13 23:00:00,107297.3,107775.5,107297.3,107659.9,2.416,2609.62,2621.48,2605.2,2616.47,102.384,,,,,,,,,,
2025-06-14 00:00:00,107666.1,107811.0,107330.4,107421.3,5.475,2616.77,2616.9,2596.74,2600.39,152.974,,,,,,,,,,
2025-06-14 01:00:00,107395.2,107395.2,107007.0,107055.1,10.471,2599.74,2603.64,2588.0,2595.32,77.42,,,,,,,,,,
2025-06-14 02:00:00,107055.0,107186.4,106887.0,106952.9,3.892,2595.06,2604.29,2589.73,2592.2,46.696,,,,,,,,,,
2025-06-14 03:00:00,106954.0,107001.7,106779.2,106816.1,3.629,2592.33,2597.27,2585.05,2586.74,131.686,,,,,,,,,,
2025-06-14 04:00:00,106810.9,106972.9,106800.3,106937.4,1.67,2586.61,2593.76,2586.09,2589.47,55.031,,,,,,,,,,
2025-06-14 05:00:00,106938.1,106975.2,106823.6,106863.9,1.969,2589.86,2594.6,2585.18,2589.34,51.334,,,,,,,,,,
2025-06-14 06:00:00,106858.6,106889.6,106670.9,106678.4,2.725,2589.21,2593.63,2579.26,2581.54,118.903,,,,,,,,,,
2025-06-14 07:00:00,106673.2,106720.7,106341.6,106656.4,5.09,2581.02,2581.43,2563.81,2575.17,83.055,,,,,,,,,,
2025-06-14 08:00:00,106651.9,106691.0,106429.3,106667.8,2.484,2575.04,2575.3,2564.12,2573.45,84.296,,,,,,,,,,
2025-06-14 09:00:00,106667.7,106673.1,106398.3,106415.5,1.732,2573.61,2573.61,2558.92,2559.96,90.841,,,,,,,,,,
2025-06-14 10:00:00,106422.6,106667.2,106381.7,106556.5,1.694,2559.95,2572.44,2556.83,2569.71,72.303,,,,,,,,,,
2025-06-14 11:00:00,106567.8,106649.8,106492.9,106643.4,2.207,2569.59,2577.91,2568.41,2576.86,37.803,,,,,,,,,,
2025-06-14 12:00:00,106630.8,106657.1,106291.5,106604.2,3.15,2576.73,2577.12,2566.33,2575.17,76.047,,,,,,,,,,
2025-06-14 13:00:00,106600.0,106683.7,106440.0,106569.2,2.254,2575.15,2584.71,2564.11,2572.7,122.427,,,,,,,,,,
2025-06-14 14:00:00,106572.4,106609.5,106402.8,106466.4,1.552,2572.83,2574.91,2561.93,2567.75,97.452,,,,,,,,,,
2025-06-14 15:00:00,106477.0,106530.0,106190.8,106410.2,3.216,2567.76,2571.26,2543.01,2557.05,155.971,,,,,,,,,,
2025-06-14 16:00:00,106397.5,106474.4,105936.5,106026.5,14.467,2557.69,2564.51,2530.59,2535.83,206.832,,,,,,,,,,
2025-06-14 17:00:00,106015.9,106286.2,105973.5,106180.0,2.774,2535.51,2556.03,2527.3,2549.81,142.648,,,,,,,,,,
2025-06-14 18:00:00,106180.2,106567.1,105957.6,106508.8,5.737,2549.82,2561.78,2527.07,2547.15,106.137,,,,,,,,,,
2025-06-14 19:00:00,106508.8,106657.1,106257.2,106257.2,3.206,2547.19,2560.0,2543.76,2545.92,55.375,,,,,,,,,,
2025-06-14 20:00:00,106262.2,106609.4,105920.5,106492.9,4.988,2546.14,2551.84,2535.26,2547.74,89.684,,,,,,,,,,
2025-06-14 21:00:00,106498.2,107130.0,106471.5,106990.2,8.862,2547.87,2573.41,2545.4,2566.6,51.914,,,,,,,,,,
2025-06-14 22:00:00,107008.4,107162.9,106934.1,107065.8,2.958,2567.11,2572.35,2557.59,2565.16,39.908,,,,,,,,,,
2025-06-14 23:00:00,107071.1,107130.6,106991.2,107055.9,4.674,2565.31,2579.28,2565.04,2570.25,71.89,,,,,,,,,,
2025-06-15 00:00:00,107065.7,107311.6,106854.8,107281.9,9.927,2570.36,2580.31,2568.06,2576.77,49.9,,,,,,,,,,
2025-06-15 01:00:00,107297.9,107319.5,107033.3,107036.4,7.425,2576.74,2578.32,2563.92,2567.51,80.384,,,,,,,,,,
2025-06-15 02:00:00,107036.4,107254.7,107036.4,107119.7,4.632,2567.76,2577.05,2566.98,2567.68,25.836,,,,,,,,,,
2025-06-15 03:00:00,107121.7,107189.9,107098.2,107103.2,2.576,2568.02,2573.47,2566.72,2568.93,13.36,,,,,,,,,,
2025-06-15 04:00:00,107106.5,107192.6,107095.5,107187.5,3.087,2569.19,2585.0,2568.28,2581.8,67.369,,,,,,,,,,
2025-06-15 05:00:00,107184.0,107719.1,107123.9,107700.1,7.242,2582.89,2592.0,2574.91,2589.48,114.529,,,,,,,,,,
2025-06-15 06:00:00,107702.2,107740.7,107001.1,107044.1,8.085,2590.25,2591.67,2572.44,2575.04,259.128,,,,,,,,,,
2025-06-15 07:00:00,107031.7,107054.9,106779.7,107017.2,9.686,2575.03,2575.55,2561.66,2568.02,59.916,,,,,,,,,,
2025-06-15 08:00:00,107011.9,107065.7,106711.6,106763.2,4.717,2567.9,2568.8,2557.49,2559.67,89.182,,,,,,,,,,
2025-06-15 09:00:00,106768.4,106768.4,106434.6,106487.4,5.691,2559.18,2559.18,2547.76,2549.43,89.223,,,,,,,,,,
2025-06-15 10:00:00,106503.5,106773.8,106503.5,106699.6,2.751,2549.56,2563.2,2549.56,2559.98,51.403,,,,,,,,,,
2025-06-15 11:00:00,106700.6,106747.2,106493.8,106540.3,4.73,2559.83,2563.11,2551.51,2554.83,55.602,,,,,,,,,,
2025-06-15 12:00:00,106545.9,106863.3,106530.0,106858.6,7.533,2555.54,2566.59,2555.47,2566.2,90.34,,,,,,,,,,
2025-06-15 13:00:00,106863.8,107238.5,106805.6,107099.9,12.203,2565.94,2585.05,2562.83,2582.97,229.496,,,,,,,,,,
2025-06-15 14:00:00,107113.3,107433.0,106885.1,107254.8,6.017,2583.1,2594.8,2576.47,2588.95,220.463,,,,,,,,,,
2025-06-15 15:00:00,107271.0,107395.2,107114.4,107162.9,4.272,2589.34,2593.79,2578.17,2580.77,170.908,,,,,,,,,,
2025-06-15 16:00:00,107163.0,107276.4,106906.3,107130.6,5.441,2581.15,2595.13,2575.66,2591.03,187.96,,,,,,,,,,
2025-06-15 17:00:00,107141.3,107376.2,107055.1,107282.9,1.539,2590.65,2599.49,2584.88,2594.0,68.322,,,,,,,,,,
2025-06-15 18:00:00,107286.3,107286.3,107076.6,107082.1,0.832,2594.15,2594.28,2581.28,2588.82,145.647,,,,,,,,,,
2025-06-15 19:00:00,107082.0,107157.6,106657.2,106874.5,2.587,2588.3,2592.98,2571.14,2576.34,189.559,,,,,,,,,,
2025-06-15 20:00:00,106879.8,106879.8,106159.0,106275.6,3.73,2576.47,2576.47,2530.58,2541.89,275.191,,,,,,,,,,
2025-06-15 21:00:00,106265.0,106382.8,106041.1,106347.0,3.711,2541.11,2556.98,2536.56,2556.21,115.293,,,,,,,,,,
2025-06-15 22:00:00,106307.2,106937.5,106289.8,106832.1,6.657,2555.33,2589.34,2554.14,2583.8,188.438,,,,,,,,,,
2025-06-15 23:00:00,106842.7,107200.7,106795.9,107168.4,3.639,2584.0,2588.94,2579.46,2586.74,52.676,,,,,,,,,,
2025-06-16 00:00:00,107165.6,107357.3,106922.2,107008.9,6.195,2586.87,2593.11,2577.64,2584.01,177.479,,,,,,,,,,
2025-06-16 01:00:00,106994.7,107474.6,106551.2,107411.4,9.218,2584.14,2598.67,2553.46,2593.32,314.936,,,,,,,,,,
2025-06-16 02:00:00,107395.3,107553.2,107265.6,107357.4,4.972,2594.02,2618.92,2594.02,2614.16,487.782,,,,,,,,,,
2025-06-16 03:00:00,107352.0,107524.8,107260.8,107492.4,2.662,2614.3,2615.73,2604.68,2607.41,157.565,,,,,,,,,,
2025-06-16 04:00:00,107498.3,107950.1,107449.3,107935.2,12.532,2607.93,2618.27,2606.0,2615.15,154.976,,,,,,,,,,
2025-06-16 05:00:00,107940.6,108372.5,107866.8,108148.3,11.517,2614.82,2660.58,2612.68,2646.91,538.014,,,,,,,,,,
2025-06-16 06:00:00,108151.2,108358.7,108108.0,108183.5,6.181,2647.06,2658.91,2641.7,2646.11,231.418,,,,,,,,,,
2025-06-16 07:00:00,108174.9,108874.7,108174.9,108658.8,14.46,2646.11,2677.44,2646.11,2668.12,432.415,,,,,,,,,,
2025-06-16 08:00:00,108664.2,108831.4,108546.0,108768.5,6.432,2668.38,2670.85,2660.58,2670.21,120.282,,,,,,,,,,
2025-06-16 09:00:00,108777.6,108842.3,108459.0,108518.4,9.411,2670.33,2670.85,2657.85,2660.71,69.758,,,,,,,,,,
2025-06-16 10:00:00,108517.8,108791.5,108313.3,108391.3,7.525,2660.84,2672.8,2649.4,2656.07,106.215,,,,,,,,,,
2025-06-16 11:00:00,108421.5,108545.3,108162.4,108456.3,5.757,2655.01,2659.93,2631.02,2655.9,179.392,,,,,,,,,,
2025-06-16 12:00:00,108456.3,108464.3,108156.6,108249.1,6.278,2655.77,2658.63,2643.22,2654.99,103.942,,,,,,,,,,
2025-06-16 13:00:00,108237.1,108737.7,108054.0,108723.2,4.581,2654.73,2685.3,2647.19,2678.74,245.711,,,,,,,,,,
2025-06-16 14:00:00,108745.7,109335.1,108331.6,109077.2,20.853,2679.15,2697.89,2666.4,2679.15,269.211,,,,,,,,,,
2025-06-16 15:00:00,109081.5,109279.2,108858.6,108977.0,6.793,2678.99,2686.35,2667.34,2671.35,102.293,,,,,,,,,,
2025-06-16 16:00:00,109033.1,109498.6,108869.4,109351.0,6.961,2671.34,2685.54,2667.34,2675.55,71.241,,,,,,,,,,
2025-06-16 17:00:00,109345.5,109604.0,109202.5,109318.0,4.915,2675.4,2683.07,2669.42,2673.58,92.083,,,,,,,,,,
2025-06-16 18:00:00,109303.6,109868.0,109264.7,109862.9,6.55,2673.56,2694.95,2671.63,2694.9,95.268,,,,,,,,,,
2025-06-16 19:00:00,109868.0,110479.1,109868.0,110236.5,15.203,2694.9,2711.0,2684.89,2701.0,203.784,,,,,,,,,,
2025-06-16 20:00:00,110230.9,110423.5,110044.0,110368.5,5.422,2700.42,2720.53,2683.85,2710.4,137.473,,,,,,,,,,
2025-06-16 21:00:00,110374.0,110405.3,109901.0,110085.9,2.853,2710.17,2712.06,2684.65,2688.92,174.264,,,,,,,,,,
2025-06-16 22:00:00,110110.0,110557.6,108993.2,109293.8,10.422,2688.92,2697.12,2581.88,2608.25,776.441,,,,,,,,,,
2025-06-16 23:00:00,109279.5,109558.2,108270.1,108356.4,11.895,2608.19,2634.09,2571.45,2581.28,478.44,,,,,,,,,,
2025-06-17 00:00:00,108361.7,108836.8,107659.9,108810.0,23.563,2581.51,2627.28,2560.76,2626.26,566.579,,,,,,,,,,
2025-06-17 01:00:00,108831.6,108987.2,108507.7,108744.5,9.824,2626.39,2630.69,2612.23,2618.98,86.348,,,,,,,,,,
2025-06-17 02:00:00,108745.2,109167.8,108135.0,109065.0,6.238,2619.09,2654.71,2596.62,2648.23,199.472,,,,,,,,,,
2025-06-17 03:00:00,109069.5,109348.0,108950.0,109158.5,7.024,2648.1,2657.33,2639.92,2645.89,113.476,,,,,,,,,,
2025-06-17 04:00:00,109174.9,109260.2,108858.7,108893.8,3.176,2646.02,2648.98,2625.87,2630.29,128.808,,,,,,,,,,
2025-06-17 05:00:00,108892.0,108950.4,108570.3,108675.0,3.382,2630.16,2636.26,2614.04,2617.94,128.03,,,,,,,,,,
2025-06-17 06:00:00,108648.0,108772.2,108270.0,108356.4,3.589,2617.81,2626.25,2612.48,2620.15,82.459,,,,,,,,,,
2025-06-17 07:00:00,108350.9,108399.6,108016.2,108324.1,10.937,2620.22,2624.57,2608.31,2620.67,94.715,,,,,,,,,,
2025-06-17 08:00:00,108324.0,108361.8,108032.4,108120.8,4.895,2620.54,2623.4,2603.85,2609.1,108.863,,,,,,,,,,
2025-06-17 09:00:00,108108.0,108199.8,107627.4,107724.6,6.412,2609.49,2613.75,2598.82,2604.42,151.95,,,,,,,,,,
2025-06-17 10:00:00,107697.6,107782.8,107297.8,107508.6,8.553,2604.47,2607.15,2582.06,2594.67,182.402,,,,,,,,,,
